Ordner                                                                                                                                                                                              |         MB |        Bytes
flutter\exercises\bibliothek_dashboard\build\app\intermediates\incremental\debug\packageDebugResources\merged.dir\values-night-v8                                                                   |       0.00 |          413
flutter\exercises\bibliothek_dashboard\build\app\intermediates\packaged_res\debug\packageDebugResources\values                                                                                      |       0.00 |          413
flutter\exercises\bibliothek_dashboard\build\app\intermediates\packaged_res\debug\packageDebugResources\values-night-v8                                                                             |       0.00 |          413
flutter\exercises\bibliothek_dashboard\macos\Runner.xcworkspace                                                                                                                                     |       0.00 |          405
flutter\exercises\bibliothek_dashboard\build\windows\x64\flutter\CMakeFiles                                                                                                                         |       0.00 |          389
flutter\exercises\bibliothek_dashboard\android\app\src\debug                                                                                                                                        |       0.00 |          385
flutter\exercises\bibliothek_dashboard\android\app\src\profile                                                                                                                                      |       0.00 |          385
flutter\exercises\bibliothek_dashboard\build\windows\x64\CMakeFiles\4.2.3-msvc3\VCTargetsPath\x64\Debug\VCTargetsPath.tlog                                                                          |       0.00 |          308
flutter\exercises\bibliothek_dashboard\macos\RunnerTests                                                                                                                                            |       0.00 |          302
flutter\exercises\bibliothek_dashboard\ios\RunnerTests                                                                                                                                              |       0.00 |          297
flutter\exercises\bibliothek_dashboard\.idea\runConfigurations                                                                                                                                      |       0.00 |          276
flutter\exercises\bibliothek_dashboard\macos\Runner.xcodeproj\project.xcworkspace                                                                                                                   |       0.00 |          246
flutter\exercises\bibliothek_dashboard\macos\Runner.xcodeproj\project.xcworkspace\xcshareddata                                                                                                      |       0.00 |          246
flutter\exercises\bibliothek_dashboard\macos\Runner.xcworkspace\xcshareddata                                                                                                                        |       0.00 |          246
flutter\exercises\bibliothek_dashboard\build\windows\x64\runner\CMakeFiles                                                                                                                          |       0.00 |          240
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\currentProject\dirs_bucket_0                                                                 |       0.00 |          235
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\currentProject\dirs_bucket_1                                                                 |       0.00 |          235
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\currentProject\dirs_bucket_2                                                                 |       0.00 |          235
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\currentProject\dirs_bucket_3                                                                 |       0.00 |          235
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\currentProject\jar_8c6213489b46155a9b4be6a2962bd04c3d8b9902b8159a97d4710804273b05a8_bucket_0 |       0.00 |          235
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\currentProject\jar_8c6213489b46155a9b4be6a2962bd04c3d8b9902b8159a97d4710804273b05a8_bucket_1 |       0.00 |          235
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\currentProject\jar_8c6213489b46155a9b4be6a2962bd04c3d8b9902b8159a97d4710804273b05a8_bucket_2 |       0.00 |          235
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\currentProject\jar_8c6213489b46155a9b4be6a2962bd04c3d8b9902b8159a97d4710804273b05a8_bucket_3 |       0.00 |          235
flutter\exercises\bibliothek_dashboard\build\app\intermediates\compatible_screen_manifest                                                                                                           |       0.00 |          208
flutter\exercises\bibliothek_dashboard\build\app\intermediates\compatible_screen_manifest\debug                                                                                                     |       0.00 |          208
flutter\exercises\bibliothek_dashboard\build\app\intermediates\compatible_screen_manifest\debug\createDebugCompatibleScreenManifests                                                                |       0.00 |          208
flutter\exercises\bibliothek_dashboard\android\app\src\main\kotlin                                                                                                                                  |       0.00 |          139
flutter\exercises\bibliothek_dashboard\android\app\src\main\kotlin\com                                                                                                                              |       0.00 |          139
flutter\exercises\bibliothek_dashboard\android\app\src\main\kotlin\com\example                                                                                                                      |       0.00 |          139
flutter\exercises\bibliothek_dashboard\android\app\src\main\kotlin\com\example\bibliothek_dashboard                                                                                                 |       0.00 |          139
flutter\exercises\bibliothek_dashboard\build\app\intermediates\local_only_symbol_list                                                                                                               |       0.00 |          137
flutter\exercises\bibliothek_dashboard\build\app\intermediates\local_only_symbol_list\debug                                                                                                         |       0.00 |          137
flutter\exercises\bibliothek_dashboard\build\app\intermediates\local_only_symbol_list\debug\parseDebugLocalResources                                                                                |       0.00 |          137
flutter\exercises\bibliothek_dashboard\.dart_tool\dartpad                                                                                                                                           |       0.00 |          135
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Service Worker\ScriptCache\index-dir                                                                                        |       0.00 |           96
flutter\exercises\bibliothek_dashboard\.dart_tool\extension_discovery                                                                                                                               |       0.00 |           96
flutter\exercises\bibliothek_dashboard\build\app\intermediates\signing_config_versions                                                                                                              |       0.00 |           96
flutter\exercises\bibliothek_dashboard\build\app\intermediates\signing_config_versions\debug                                                                                                        |       0.00 |           96
flutter\exercises\bibliothek_dashboard\build\app\intermediates\signing_config_versions\debug\writeDebugSigningConfigVersions                                                                        |       0.00 |           96
flutter\exercises\bibliothek_dashboard\build\app\intermediates\apk_ide_redirect_file                                                                                                                |       0.00 |           83
flutter\exercises\bibliothek_dashboard\build\app\intermediates\apk_ide_redirect_file\debug                                                                                                          |       0.00 |           83
flutter\exercises\bibliothek_dashboard\build\app\intermediates\apk_ide_redirect_file\debug\createDebugApkListingFileRedirect                                                                        |       0.00 |           83
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Shared Dictionary\cache                                                                                                     |       0.00 |           72
flutter\exercises\bibliothek_dashboard\build\app\intermediates\app_metadata                                                                                                                         |       0.00 |           57
flutter\exercises\bibliothek_dashboard\build\app\intermediates\app_metadata\debug                                                                                                                   |       0.00 |           57
flutter\exercises\bibliothek_dashboard\build\app\intermediates\app_metadata\debug\writeDebugAppMetadata                                                                                             |       0.00 |           57
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Shared Dictionary\cache\index-dir                                                                                           |       0.00 |           48
flutter\exercises\bibliothek_dashboard\build\windows\x64\CMakeFiles\0a6da417f8726a0cc5c59407de030c68                                                                                                |       0.00 |           48
flutter\exercises\bibliothek_dashboard\build\windows\x64\CMakeFiles\9399f401bb039bb0c51f33559fbe8083                                                                                                |       0.00 |           48
flutter\exercises\bibliothek_dashboard\build\native_hooks                                                                                                                                           |       0.00 |           32
flutter\exercises\bibliothek_dashboard\build\app\tmp\packJniLibsflutterBuildDebug                                                                                                                   |       0.00 |           25
flutter\exercises\bibliothek_dashboard\build\app\intermediates\java_res                                                                                                                             |       0.00 |           24
flutter\exercises\bibliothek_dashboard\build\app\intermediates\java_res\debug                                                                                                                       |       0.00 |           24
flutter\exercises\bibliothek_dashboard\build\app\intermediates\java_res\debug\processDebugJavaRes                                                                                                   |       0.00 |           24
flutter\exercises\bibliothek_dashboard\build\app\intermediates\java_res\debug\processDebugJavaRes\out                                                                                               |       0.00 |           24
flutter\exercises\bibliothek_dashboard\build\app\intermediates\java_res\debug\processDebugJavaRes\out\META-INF                                                                                      |       0.00 |           24
flutter\exercises\bibliothek_dashboard\build\app\tmp\kotlin-classes\debug\META-INF                                                                                                                  |       0.00 |           24
flutter\exercises\bibliothek_dashboard\build\windows\x64\CMakeFiles\8610a01a5632e457e827d2f1904db9dd                                                                                                |       0.00 |           24
flutter\exercises\bibliothek_dashboard\build\windows\x64\CMakeFiles\f2b5d6bb73ca2814e05e5f79a495be69                                                                                                |       0.00 |           24
flutter\exercises\bibliothek_dashboard\android\.gradle\8.14\checksums                                                                                                                               |       0.00 |           17
flutter\exercises\bibliothek_dashboard\android\.gradle\noVersion                                                                                                                                    |       0.00 |           17
flutter\exercises\bibliothek_dashboard\build\app\intermediates\nested_resources_validation_report                                                                                                   |       0.00 |           15
flutter\exercises\bibliothek_dashboard\build\app\intermediates\nested_resources_validation_report\debug                                                                                             |       0.00 |           15
flutter\exercises\bibliothek_dashboard\build\app\intermediates\nested_resources_validation_report\debug\generateDebugResources                                                                      |       0.00 |           15
flutter\exercises\bibliothek_dashboard\build\app\intermediates\annotation_processor_list                                                                                                            |       0.00 |            2
flutter\exercises\bibliothek_dashboard\build\app\intermediates\annotation_processor_list\debug                                                                                                      |       0.00 |            2
flutter\exercises\bibliothek_dashboard\build\app\intermediates\annotation_processor_list\debug\javaPreCompileDebug                                                                                  |       0.00 |            2
flutter\exercises\bibliothek_dashboard\build\app\intermediates\navigation_json                                                                                                                      |       0.00 |            2
flutter\exercises\bibliothek_dashboard\build\app\intermediates\navigation_json\debug                                                                                                                |       0.00 |            2
flutter\exercises\bibliothek_dashboard\build\app\intermediates\navigation_json\debug\extractDeepLinksDebug                                                                                          |       0.00 |            2
flutter\exercises\bibliothek_dashboard\android\.gradle\8.14\fileChanges                                                                                                                             |       0.00 |            1
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex_number_of_buckets_file                                                                                                           |       0.00 |            1
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex_number_of_buckets_file\debug                                                                                                     |       0.00 |            1
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex_number_of_buckets_file\debug\dexBuilderDebug                                                                                     |       0.00 |            1
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\AutofillStrikeDatabase                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\blob_storage                                                                                                                |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\blob_storage\06612fa8-d51c-4ea1-8704-1f838225fd60                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\blob_storage\0c50d396-6b7a-43d3-ac21-b0365abb06fc                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\blob_storage\25b464d3-01d5-4c14-977b-352fd3637c89                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\blob_storage\6107874e-bb4a-4247-a40a-c2ef971ed6cc                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\blob_storage\8b820713-3eac-4cd3-a094-acafce7928c1                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\blob_storage\d5200806-2ea2-4e97-9777-dfaccfea4aaa                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\BudgetDatabase                                                                                                              |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\chrome_cart_db                                                                                                              |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\ClientCertificates                                                                                                          |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\commerce_subscription_db                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\discounts_db                                                                                                                |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\discount_infos_db                                                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Download Service                                                                                                            |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Download Service\EntryDB                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Download Service\Files                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Feature Engagement Tracker                                                                                                  |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Feature Engagement Tracker\AvailabilityDB                                                                                   |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Feature Engagement Tracker\EventDB                                                                                          |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\optimization_guide_hint_cache_store                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\parcel_tracking_db                                                                                                          |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\PersistentOriginTrials                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Segmentation Platform                                                                                                       |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Segmentation Platform\SegmentInfoDB                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Segmentation Platform\SignalDB                                                                                              |       0.00 |            0
flutter\exercises\bibliothek_dashboard\.dart_tool\chrome-device\Default\Segmentation Platform\SignalStorageConfigDB                                                                                 |       0.00 |            0
flutter\exercises\bibliothek_dashboard\android\.gradle\8.14\expanded                                                                                                                                |       0.00 |            0
flutter\exercises\bibliothek_dashboard\android\.gradle\8.14\vcsMetadata                                                                                                                             |       0.00 |            0
flutter\exercises\bibliothek_dashboard\android\.gradle\vcs-1                                                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\android\.kotlin                                                                                                                                              |       0.00 |            0
flutter\exercises\bibliothek_dashboard\android\.kotlin\sessions                                                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\arm64-v8a\.cmake\api\v1\query                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\arm64-v8a\.cmake\api\v1\query\client-agp                                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\tmp                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\tmp                                                                       |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\arm64-v8a\CMakeFiles\CMakeTmp                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\armeabi-v7a\.cmake\api\v1\query                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\armeabi-v7a\.cmake\api\v1\query\client-agp                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\tmp                                                                       |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\tmp                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\armeabi-v7a\CMakeFiles\CMakeTmp                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\x86_64\.cmake\api\v1\query                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\x86_64\.cmake\api\v1\query\client-agp                                                                                              |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\tmp                                                                            |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\tmp                                                                          |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\.cxx\debug\2k2b5h51\x86_64\CMakeFiles\CMakeTmp                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated                                                                                                                                          |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated\ap_generated_sources                                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated\ap_generated_sources\debug                                                                                                               |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated\ap_generated_sources\debug\out                                                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated\res                                                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated\res\pngs                                                                                                                                 |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated\res\pngs\debug                                                                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated\res\resValues                                                                                                                            |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\generated\res\resValues\debug                                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\aar_metadata_check                                                                                                                   |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\aar_metadata_check\debug                                                                                                             |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\aar_metadata_check\debug\checkDebugAarMetadata                                                                                       |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\cxx\debug\2k2b5h51\obj                                                                                                               |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\cxx\debug\2k2b5h51\obj\arm64-v8a                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\cxx\debug\2k2b5h51\obj\armeabi-v7a                                                                                                   |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\cxx\debug\2k2b5h51\obj\x86_64                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\data_binding_layout_info_type_merge                                                                                                  |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\data_binding_layout_info_type_merge\debug                                                                                            |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\data_binding_layout_info_type_merge\debug\mergeDebugResources                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\data_binding_layout_info_type_merge\debug\mergeDebugResources\out                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\data_binding_layout_info_type_package                                                                                                |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\data_binding_layout_info_type_package\debug                                                                                          |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\data_binding_layout_info_type_package\debug\packageDebugResources                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\data_binding_layout_info_type_package\debug\packageDebugResources\out                                                                |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\externalLibs                                                                                 |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\mixedScopes                                                                                  |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\desugar_graph\debug\dexBuilderDebug\out\otherProjects                                                                                |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug                                                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\0                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\1                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\10                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\11                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\12                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\13                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\14                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\15                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\2                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\3                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\4                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\5                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\6                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\7                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\8                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeLibDexDebug\9                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\10                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\11                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\12                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\13                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\15                                                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\2                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\3                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\4                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\5                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\6                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\7                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\8                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\dex\debug\mergeProjectDexDebug\9                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\duplicate_classes_check                                                                                                              |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\duplicate_classes_check\debug                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\duplicate_classes_check\debug\checkDebugDuplicateClasses                                                                             |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_file_lib_dex_archives                                                                                                       |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_file_lib_dex_archives\debug                                                                                                 |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_file_lib_dex_archives\debug\desugarDebugFileDependencies                                                                    |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_libs_dex_archive                                                                                                            |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_libs_dex_archive\debug                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_libs_dex_archive\debug\dexBuilderDebug                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_libs_dex_archive\debug\dexBuilderDebug\out                                                                                  |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_libs_dex_archive_with_artifact_transforms                                                                                   |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_libs_dex_archive_with_artifact_transforms\debug                                                                             |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_libs_dex_archive_with_artifact_transforms\debug\dexBuilderDebug                                                             |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\external_libs_dex_archive_with_artifact_transforms\debug\dexBuilderDebug\out                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_dex                                                                                                                |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_dex\debug                                                                                                          |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_dex\debug\mergeDebugGlobalSynthetics                                                                               |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_external_lib                                                                                                       |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_external_lib\debug                                                                                                 |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_external_lib\debug\dexBuilderDebug                                                                                 |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_external_lib\debug\dexBuilderDebug\out                                                                             |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_external_libs_artifact_transform                                                                                   |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_external_libs_artifact_transform\debug                                                                             |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_external_libs_artifact_transform\debug\dexBuilderDebug                                                             |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_external_libs_artifact_transform\debug\dexBuilderDebug\out                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_file_lib                                                                                                           |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_file_lib\debug                                                                                                     |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_file_lib\debug\desugarDebugFileDependencies                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_mixed_scope                                                                                                        |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_mixed_scope\debug                                                                                                  |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_mixed_scope\debug\dexBuilderDebug                                                                                  |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_mixed_scope\debug\dexBuilderDebug\out                                                                              |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_project                                                                                                            |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_project\debug                                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_project\debug\dexBuilderDebug                                                                                      |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_project\debug\dexBuilderDebug\out                                                                                  |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_subproject                                                                                                         |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_subproject\debug                                                                                                   |       0.00 |            0
flutter\exercises\bibliothek_dashboard\build\app\intermediates\global_synthetics_subproject\debug\dexBuilderDebug                                                                                   |       0.00 |            0
